Code,Label,Symbol,Description
10,group,,A unit of count defining the number of groups (group: set of items classified together).
11,outfit,,A unit of count defining the number of outfits (outfit: a complete set of equipment / materials / objects used for a specific purpose).
13,ration,,A unit of count defining the number of rations (ration: a single portion of provisions).
14,shot,,"A unit of liquid measure, especially related to spirits."
15,"stick, military",,A unit of count defining the number of military sticks (military stick: bombs or paratroops released in rapid succession from an aircraft).
20,twenty foot container,,A unit of count defining the number of shipping containers that measure 20 foot in length.
21,forty foot container,,A unit of count defining the number of shipping containers that measure 40 foot in length.
22,decilitre per gram,dl/g,
23,gram per cubic centimetre,g/cm³,
24,theoretical pound,,A unit of mass defining the expected mass of material expressed as the number of pounds.
25,gram per square centimetre,g/cm²,
27,theoretical ton,,"A unit of mass defining the expected mass of material, expressed as the number of tons."
28,kilogram per square metre,kg/m²,
33,kilopascal square metre per gram,kPa·m²/g,
34,kilopascal per millimetre,kPa/mm,
35,millilitre per square centimetre second,ml/(cm²·s),
37,ounce per square foot,oz/ft²,
38,"ounce per square foot per 0,01inch",oz/(ft²/cin),
40,millilitre per second,ml/s,
41,millilitre per minute,ml/min,
56,sitas,,A unit of area for tin plate equal to a surface area of 100 square metres.
57,mesh,,A unit of count defining the number of strands per inch as a measure of the fineness of a woven product.
58,net kilogram,,A unit of mass defining the total number of kilograms after deductions.
59,part per million,ppm,A unit of proportion equal to 10⁻⁶.
60,percent weight,,A unit of proportion equal to 10⁻².
61,part per billion (US),ppb,A unit of proportion equal to 10⁻⁹.
74,millipascal,mPa,
77,milli-inch,mil,
80,pound per square inch absolute,lb/in²,
81,henry,H,
85,foot pound-force,ft·lbf,
87,pound per cubic foot,lb/ft³,
89,poise,P,
91,stokes,St,
1I,fixed rate,,A unit of quantity expressed as a predetermined or set rate for usage of a facility or service.
2A,radian per second,rad/s,Refer ISO/TC12 SI Guide
2B,radian per second squared,rad/s²,Refer ISO/TC12 SI Guide
2C,roentgen,R,
2G,volt AC,V,A unit of electric potential in relation to alternating current (AC).
2H,volt DC,V,A unit of electric potential in relation to direct current (DC).
2I,British thermal unit (international table) per hour,BtuIT/h,
2J,cubic centimetre per second,cm³/s,
2K,cubic foot per hour,ft³/h,
2L,cubic foot per minute,ft³/min,
2M,centimetre per second,cm/s,
2N,decibel,dB,
2P,kilobyte,kbyte,A unit of information equal to 10³ (1000) bytes.
2Q,kilobecquerel,kBq,
2R,kilocurie,kCi,
2U,megagram,Mg,
2X,metre per minute,m/min,
2Y,milliroentgen,mR,
2Z,millivolt,mV,
3B,megajoule,MJ,
3C,manmonth,,A unit of count defining the number of months for a person or persons to perform an undertaking.
4C,centistokes,cSt,
4G,microlitre,µl,
4H,micrometre (micron),µm,
4K,milliampere,mA,
4L,megabyte,Mbyte,A unit of information equal to 10⁶ (1000000) bytes.
4M,milligram per hour,mg/h,
4N,megabecquerel,MBq,
4O,microfarad,µF,
4P,newton per metre,N/m,
4Q,ounce inch,oz·in,
4R,ounce foot,oz·ft,
4T,picofarad,pF,
4U,pound per hour,lb/h,
4W,ton (US) per hour,ton (US) /h,
4X,kilolitre per hour,kl/h,
5A,barrel (US) per minute,barrel (US)/min,
5B,batch,,A unit of count defining the number of batches (batch: quantity of material produced in one operation or number of animals or persons coming at once).
5E,MMSCF/day,,A unit of volume equal to one million (1000000) cubic feet of gas per day.
5J,hydraulic horse power,,A unit of power defining the hydraulic horse power delivered by a fluid pump depending on the viscosity of the fluid.
A10,ampere square metre per joule second,A·m²/(J·s),
A11,angstrom,Å,
A12,astronomical unit,ua,
A13,attojoule,aJ,
A14,barn,b,
A15,barn per electronvolt,b/eV,
A16,barn per steradian electronvolt,b/(sr·eV),
A17,barn per steradian,b/sr,
A18,becquerel per kilogram,Bq/kg,
A19,becquerel per cubic metre,Bq/m³,
A2,ampere per centimetre,A/cm,
A20,British thermal unit (international table) per second square foot degree Rankine,BtuIT/(s·ft²·°R),
A21,British thermal unit (international table) per pound degree Rankine,BtuIT/(lb·°R),
A22,British thermal unit (international table) per second foot degree Rankine,BtuIT/(s·ft·°R),
A23,British thermal unit (international table) per hour square foot degree Rankine,BtuIT/(h·ft²·°R),
A24,candela per square metre,cd/m²,
A26,coulomb metre,C·m,
A27,coulomb metre squared per volt,C·m²/V,
A28,coulomb per cubic centimetre,C/cm³,
A29,coulomb per cubic metre,C/m³,
A3,ampere per millimetre,A/mm,
A30,coulomb per cubic millimetre,C/mm³,
A31,coulomb per kilogram second,C/(kg·s),
A32,coulomb per mole,C/mol,
A33,coulomb per square centimetre,C/cm²,
A34,coulomb per square metre,C/m²,
A35,coulomb per square millimetre,C/mm²,
A36,cubic centimetre per mole,cm³/mol,
A37,cubic decimetre per mole,dm³/mol,
A38,cubic metre per coulomb,m³/C,
A39,cubic metre per kilogram,m³/kg,
A4,ampere per square centimetre,A/cm²,
A40,cubic metre per mole,m³/mol,
A41,ampere per square metre,A/m²,
A42,curie per kilogram,Ci/kg,
A43,deadweight tonnage,dwt,"A unit of mass defining the difference between the weight of a ship when completely empty and its weight when completely loaded, expressed as the number of tons."
A44,decalitre,dal,
A45,decametre,dam,
A47,decitex,dtex (g/10km),A unit of yarn density. One decitex equals a mass of 1 gram per 10 kilometres of length.
A48,degree Rankine,°R,Refer ISO 80000-5 (Quantities and units — Part 5: Thermodynamics)
A49,denier,den (g/9 km),A unit of yarn density. One denier equals a mass of 1 gram per 9 kilometres of length.
A5,ampere square metre,A·m²,
A53,electronvolt,eV,
A54,electronvolt per metre,eV/m,
A55,electronvolt square metre,eV·m²,
A56,electronvolt square metre per kilogram,eV·m²/kg,
A59,8-part cloud cover,,"A unit of count defining the number of eighth-parts as a measure of the celestial dome cloud coverage.,Synonym: OKTA , OCTA"
A6,ampere per square metre kelvin squared,A/(m²·K²),
A68,exajoule,EJ,
A69,farad per metre,F/m,
A7,ampere per square millimetre,A/mm²,
A70,femtojoule,fJ,
A71,femtometre,fm,
A73,foot per second squared,ft/s²,
A74,foot pound-force per second,ft·lbf/s,
A75,freight ton,,"A unit of information typically used for billing purposes, defined as either the number of metric tons or the number of cubic metres, whichever is the larger."
A76,gal,Gal,
A8,ampere second,A·s,
A84,gigacoulomb per cubic metre,GC/m³,
A85,gigaelectronvolt,GeV,
A86,gigahertz,GHz,
A87,gigaohm,GΩ,
A88,gigaohm metre,GΩ·m,
A89,gigapascal,GPa,
A9,rate,,A unit of quantity expressed as a rate for usage of a facility or service.
A90,gigawatt,GW,
A91,gon,gon,Synonym: grade
A93,gram per cubic metre,g/m³,
A94,gram per mole,g/mol,
A95,gray,Gy,
A96,gray per second,Gy/s,
A97,hectopascal,hPa,
A98,henry per metre,H/m,
A99,bit,bit,A unit of information equal to one binary digit.
AA,ball,,A unit of count defining the number of balls (ball: object formed in the shape of sphere).
AB,bulk pack,pk,A unit of count defining the number of items per bulk pack.
ACR,acre,acre,
ACT,activity,,A unit of count defining the number of activities (activity: a unit of work or action).
AD,byte,byte,A unit of information equal to 8 bits.
AE,ampere per metre,A/m,
AH,additional minute,,A unit of time defining the number of minutes in addition to the referenced minutes.
AI,average minute per call,,A unit of count defining the number of minutes for the average interval of a call.
AK,fathom,fth,
AL,access line,,A unit of count defining the number of telephone access lines.
AMH,ampere hour,A·h,A unit of electric charge defining the amount of charge accumulated by a steady flow of one ampere for one hour.
AMP,ampere,A,
ANN,year,y,"Unit of time equal to 365,25 days.,Synonym: Julian year"
APZ,troy ounce or apothecary ounce,tr oz,
AQ,anti-hemophilic factor (AHF) unit,,A unit of measure for blood potency (US).
AS,assortment,,A unit of count defining the number of assortments (assortment: set of items grouped in a mixed collection).
ASM,alcoholic strength by mass,,A unit of mass defining the alcoholic strength of a liquid.
ASU,alcoholic strength by volume,,"A unit of volume defining the alcoholic strength of a liquid (e.g. spirit, wine, beer, etc), often at a specific temperature."
ATM,standard atmosphere,atm,
AWG,american wire gauge,AWG,A unit of distance used for measuring the diameter of small tubes or wires such as the outer diameter of hypotermic or suture needles.
AY,assembly,,A unit of count defining the number of assemblies (assembly: items that consist of component parts).
AZ,British thermal unit (international table) per pound,BtuIT/lb,
B1,barrel (US) per day,barrel (US)/d,
B10,bit per second,bit/s,A unit of information equal to one binary digit per second.
B11,joule per kilogram kelvin,J/(kg·K),
B12,joule per metre,J/m,
B13,joule per square metre,J/m²,Synonym: joule per metre squared
B14,joule per metre to the fourth power,J/m⁴,
B15,joule per mole,J/mol,
B16,joule per mole kelvin,J/(mol·K),
B17,credit,,A unit of count defining the number of entries made to the credit side of an account.
B18,joule second,J·s,
B19,digit,,A unit of information defining the quantity of numerals used to form a number.
B20,joule square metre per kilogram,J·m²/kg,
B21,kelvin per watt,K/W,
B22,kiloampere,kA,
B23,kiloampere per square metre,kA/m²,
B24,kiloampere per metre,kA/m,
B25,kilobecquerel per kilogram,kBq/kg,
B26,kilocoulomb,kC,
B27,kilocoulomb per cubic metre,kC/m³,
B28,kilocoulomb per square metre,kC/m²,
B29,kiloelectronvolt,keV,
B3,batting pound,,A unit of mass defining the number of pounds of wadded fibre.
B30,gibibit,Gibit,A unit of information equal to 2³⁰ bits (binary digits).
B31,kilogram metre per second,kg·m/s,
B32,kilogram metre squared,kg·m²,
B33,kilogram metre squared per second,kg·m²/s,
B34,kilogram per cubic decimetre,kg/dm³,
B35,kilogram per litre,kg/l or kg/L,
B4,"barrel, imperial",,A unit of volume used to measure beer.  One beer barrel equals 36 imperial gallons.
B41,kilojoule per kelvin,kJ/K,
B42,kilojoule per kilogram,kJ/kg,
B43,kilojoule per kilogram kelvin,kJ/(kg·K),
B44,kilojoule per mole,kJ/mol,
B45,kilomole,kmol,
B46,kilomole per cubic metre,kmol/m³,
B47,kilonewton,kN,
B48,kilonewton metre,kN·m,
B49,kiloohm,kΩ,
B50,kiloohm metre,kΩ·m,
B52,kilosecond,ks,
B53,kilosiemens,kS,
B54,kilosiemens per metre,kS/m,
B55,kilovolt per metre,kV/m,
B56,kiloweber per metre,kWb/m,
B57,light year,ly,A unit of length defining the distance that light travels in a vacuum in one year.
B58,litre per mole,l/mol,
B59,lumen hour,lm·h,
B60,lumen per square metre,lm/m²,
B61,lumen per watt,lm/W,
B62,lumen second,lm·s,
B63,lux hour,lx·h,
B64,lux second,lx·s,
B66,megaampere per square metre,MA/m²,
B67,megabecquerel per kilogram,MBq/kg,
B68,gigabit,Gbit,A unit of information equal to 10⁹ bits (binary digits).
B69,megacoulomb per cubic metre,MC/m³,
B7,cycle,,A unit of count defining the number of cycles (cycle: a recurrent period of definite duration).
B70,megacoulomb per square metre,MC/m²,
B71,megaelectronvolt,MeV,
B72,megagram per cubic metre,Mg/m³,
B73,meganewton,MN,
B74,meganewton metre,MN·m,
B75,megaohm,MΩ,
B76,megaohm metre,MΩ·m,
B77,megasiemens per metre,MS/m,
B78,megavolt,MV,
B79,megavolt per metre,MV/m,
B8,joule per cubic metre,J/m³,
B80,gigabit per second,Gbit/s,A unit of information equal to 10⁹ bits (binary digits) per second.
B81,reciprocal metre squared reciprocal second,m⁻²/s,
B82,inch per linear foot,,A unit of length defining the number of inches per linear foot.
B83,metre to the fourth power,m⁴,
B84,microampere,µA,
B85,microbar,µbar,
B86,microcoulomb,µC,
B87,microcoulomb per cubic metre,µC/m³,
B88,microcoulomb per square metre,µC/m²,
B89,microfarad per metre,µF/m,
B90,microhenry,µH,
B91,microhenry per metre,µH/m,
B92,micronewton,µN,
B93,micronewton metre,µN·m,
B94,microohm,µΩ,
B95,microohm metre,µΩ·m,
B96,micropascal,µPa,
B97,microradian,µrad,
B98,microsecond,µs,
B99,microsiemens,µS,
BAR,bar [unit of pressure],bar,
BB,base box,,"A unit of area of 112 sheets of tin mil products (tin plate, tin free steel or black plate) 14 by 20 inches, or 31,360 square inches."
BFT,board foot,fbm,A unit of volume defining the number of cords (cord: a stack of firewood of 128 cubic feet).
BHP,brake horse power,BHP,
BIL,billion (EUR),,Synonym: trillion (US)
BLD,dry barrel (US),bbl (US),
BLL,barrel (US),barrel (US),
BP,hundred board foot,,A unit of volume equal to one hundred board foot.
BPM,beats per minute,BPM,The number of beats per minute.
BQL,becquerel,Bq,
BTU,British thermal unit (international table),BtuIT,
BUA,bushel (US),bu (US),
BUI,bushel (UK),bushel (UK),
C0,call,,A unit of count defining the number of calls (call: communication session or visitation).
C10,millifarad,mF,
C11,milligal,mGal,
C12,milligram per metre,mg/m,
C13,milligray,mGy,
C14,millihenry,mH,
C15,millijoule,mJ,
C16,millimetre per second,mm/s,
C17,millimetre squared per second,mm²/s,
C18,millimole,mmol,
C19,mole per kilogram,mol/kg,
C20,millinewton,mN,
C21,kibibit,Kibit,A unit of information equal to 2¹⁰ (1024) bits (binary digits).
C22,millinewton per metre,mN/m,
C23,milliohm metre,mΩ·m,
C24,millipascal second,mPa·s,
C25,milliradian,mrad,
C26,millisecond,ms,
C27,millisiemens,mS,
C28,millisievert,mSv,
C29,millitesla,mT,
C3,microvolt per metre,µV/m,
C30,millivolt per metre,mV/m,
C31,milliwatt,mW,
C32,milliwatt per square metre,mW/m²,
C33,milliweber,mWb,
C34,mole,mol,
C35,mole per cubic decimetre,mol/dm³,
C36,mole per cubic metre,mol/m³,
C37,kilobit,kbit,A unit of information equal to 10³ (1000) bits (binary digits).
C38,mole per litre,mol/l,
C39,nanoampere,nA,
C40,nanocoulomb,nC,
C41,nanofarad,nF,
C42,nanofarad per metre,nF/m,
C43,nanohenry,nH,
C44,nanohenry per metre,nH/m,
C45,nanometre,nm,
C46,nanoohm metre,nΩ·m,
C47,nanosecond,ns,
C48,nanotesla,nT,
C49,nanowatt,nW,
C50,neper,Np,
C51,neper per second,Np/s,
C52,picometre,pm,
C53,newton metre second,N·m·s,
C54,newton metre squared per kilogram squared,N·m²/kg²,
C55,newton per square metre,N/m²,
C56,newton per square millimetre,N/mm²,
C57,newton second,N·s,
C58,newton second per metre,N·s/m,
C59,octave,,A unit used in music to describe the ratio in frequency between notes.
C60,ohm centimetre,Ω·cm,
C61,ohm metre,Ω·m,
C62,one,1,Synonym: unit
C63,parsec,pc,
C64,pascal per kelvin,Pa/K,
C65,pascal second,Pa·s,
C66,pascal second per cubic metre,Pa·s/m³,
C67,pascal second per metre,Pa· s/m,
C68,petajoule,PJ,
C69,phon,,A unit of subjective sound loudness. A sound has loudness p phons if it seems to the listener to be equal in loudness to the sound of a pure tone of frequency 1 kilohertz and strength p decibels.
C7,centipoise,cP,
C70,picoampere,pA,
C71,picocoulomb,pC,
C72,picofarad per metre,pF/m,
C73,picohenry,pH,
C74,kilobit per second,kbit/s,A unit of information equal to 10³ (1000) bits (binary digits) per second.
C75,picowatt,pW,
C76,picowatt per square metre,pW/m²,
C78,pound-force,lbf,
C79,kilovolt ampere hour,kVAh,A unit of accumulated energy of 1000 volt amperes over a period of one hour.
C8,millicoulomb per kilogram,mC/kg,
C80,rad,rad,
C81,radian,rad,
C82,radian square metre per mole,rad·m²/mol,
C83,radian square metre per kilogram,rad·m²/kg,
C84,radian per metre,rad/m,
C85,reciprocal angstrom,Å⁻¹,
C86,reciprocal cubic metre,m⁻³,
C87,reciprocal cubic metre per second,m⁻³/s,Synonym: reciprocal second per cubic metre
C88,reciprocal electron volt per cubic metre,eV⁻¹/m³,
C89,reciprocal henry,H⁻¹,
C9,coil group,,A unit of count defining the number of coil groups (coil group: groups of items arranged by lengths of those items placed in a joined sequence of concentric circles).
C90,reciprocal joule per cubic metre,J⁻¹/m³,
C91,reciprocal kelvin or kelvin to the power minus one,K⁻¹,
C92,reciprocal metre,m⁻¹,
C93,reciprocal square metre,m⁻²,Synonym: reciprocal metre squared
C94,reciprocal minute,min⁻¹,
C95,reciprocal mole,mol⁻¹,
C96,reciprocal pascal or pascal to the power minus one,Pa⁻¹,
C97,reciprocal second,s⁻¹,
C99,reciprocal second per metre squared,s⁻¹/m²,
CCT,carrying capacity in metric ton,,"A unit of mass defining the carrying capacity, expressed as the number of metric tons."
CDL,candela,cd,
CEL,degree Celsius,°C,Refer ISO 80000-5 (Quantities and units — Part 5: Thermodynamics)
CEN,hundred,,A unit of count defining the number of units in multiples of 100.
CG,card,,A unit of count defining the number of units of card (card: thick stiff paper or cardboard).
CGM,centigram,cg,
CKG,coulomb per kilogram,C/kg,
CLF,hundred leave,,"A unit of count defining the number of leaves, expressed in units of one hundred leaves."
CLT,centilitre,cl,
CMK,square centimetre,cm²,
CMQ,cubic centimetre,cm³,
CMT,centimetre,cm,
CNP,hundred pack,,A unit of count defining the number of hundred-packs (hundred-pack: set of one hundred items packaged together).
CNT,cental (UK),,A unit of mass equal to one hundred weight (US).
COU,coulomb,C,
CTG,content gram,,A unit of mass defining the number of grams of a named item in a product.
CTM,metric carat,,
CTN,content ton (metric),,A unit of mass defining the number of metric tons of a named item in a product.
CUR,curie,Ci,
CWA,hundred pound (cwt) / hundred weight (US),cwt (US),
CWI,hundred weight (UK),cwt (UK),
D03,kilowatt hour per hour,kW·h/h,A unit of accumulated energy of a thousand watts over a period of one hour.
D04,lot [unit of weight],,A unit of weight equal to about 1/2 ounce or 15 grams.
D1,reciprocal second per steradian,s⁻¹/sr,
D10,siemens per metre,S/m,
D11,mebibit,Mibit,A unit of information equal to 2²⁰ (1048576) bits (binary digits).
D12,siemens square metre per mole,S·m²/mol,
D13,sievert,Sv,
D15,sone,,A unit of subjective sound loudness. One sone is the loudness of a pure tone of frequency one kilohertz and strength 40 decibels.
D16,square centimetre per erg,cm²/erg,
D17,square centimetre per steradian erg,cm²/(sr·erg),
D18,metre kelvin,m·K,
D19,square metre kelvin per watt,m²·K/W,
D2,reciprocal second per steradian metre squared,s⁻¹/(sr·m²),
D20,square metre per joule,m²/J,
D21,square metre per kilogram,m²/kg,
D22,square metre per mole,m²/mol,
D23,pen gram (protein),,A unit of count defining the number of grams of amino acid prescribed for parenteral/enteral therapy.
D24,square metre per steradian,m²/sr,
D25,square metre per steradian joule,m²/(sr·J),
D26,square metre per volt second,m²/(V·s),
D27,steradian,sr,
D29,terahertz,THz,
D30,terajoule,TJ,
D31,terawatt,TW,
D32,terawatt hour,TW·h,
D33,tesla,T,
D34,tex,tex (g/km),A unit of yarn density. One decitex equals a mass of 1 gram per 1 kilometre of length.
D36,megabit,Mbit,A unit of information equal to 10⁶ (1000000) bits (binary digits).
D41,tonne per cubic metre,t/m³,
D42,tropical year,y (tropical),
D43,unified atomic mass unit,u,
D44,var,var,The name of the unit is an acronym for volt-ampere-reactive.
D45,volt squared per kelvin squared,V²/K²,
D46,volt - ampere,V·A,
D47,volt per centimetre,V/cm,
D48,volt per kelvin,V/K,
D49,millivolt per kelvin,mV/K,
D5,kilogram per square centimetre,kg/cm²,
D50,volt per metre,V/m,
D51,volt per millimetre,V/mm,
D52,watt per kelvin,W/K,
D53,watt per metre kelvin,W/(m·K),
D54,watt per square metre,W/m²,
D55,watt per square metre kelvin,W/(m²·K),
D56,watt per square metre kelvin to the fourth power,W/(m²·K⁴),
D57,watt per steradian,W/sr,
D58,watt per steradian square metre,W/(sr·m²),
D59,weber per metre,Wb/m,
D6,roentgen per second,R/s,
D60,weber per millimetre,Wb/mm,
D61,minute [unit of angle],',
D62,second [unit of angle],"""",
D63,book,,A unit of count defining the number of books (book: set of items bound together or written document of a material whole).
D65,round,,A unit of count defining the number of rounds (round: A circular or cylindrical object).
D68,number of words,,A unit of count defining the number of words.
D69,inch to the fourth power,in⁴,
D73,joule square metre,J·m²,
D74,kilogram per mole,kg/mol,
D77,megacoulomb,MC,
D78,megajoule per second,MJ/s,A unit of accumulated energy equal to one million joules per second.
D80,microwatt,µW,
D81,microtesla,µT,
D82,microvolt,µV,
D83,millinewton metre,mN·m,
D85,microwatt per square metre,µW/m²,
D86,millicoulomb,mC,
D87,millimole per kilogram,mmol/kg,
D88,millicoulomb per cubic metre,mC/m³,
D89,millicoulomb per square metre,mC/m²,
D91,rem,rem,
D93,second per cubic metre,s/m³,
D94,second per cubic metre radian,s/(rad·m³),
D95,joule per gram,J/g,
DAA,decare,daa,
DAD,ten day,,A unit of time defining the number of days in multiples of 10.
DAY,day,d,
DB,dry pound,,"A unit of mass defining the number of pounds of a product, disregarding the water content of the product."
DBM,Decibel-milliwatts,dBm,dBm (sometimes dBmW or decibel-milliwatts) is unit of level used to indicate that a power ratio is expressed in decibels (dB) with reference to one milliwatt (mW).
DBW,Decibel watt,dBW,The decibel watt or dBW is a unit for the measurement of the strength of a signal expressed in decibels relative to one watt.
DD,degree [unit of angle],°,
DEC,decade,,A unit of count defining the number of decades (decade: quantity equal to 10 or time equal to 10 years).
DG,decigram,dg,
DJ,decagram,dag,
DLT,decilitre,dl,
DMA,cubic decametre,dam³,
DMK,square decimetre,dm²,
DMO,standard kilolitre,,"A unit of volume defining the number of kilolitres of a product at a temperature of 15 degrees Celsius, especially in relation to hydrocarbon oils."
DMQ,cubic decimetre,dm³,
DMT,decimetre,dm,
DN,decinewton metre,dN·m,
DPC,dozen piece,,"A unit of count defining the number of pieces in multiples of 12 (piece: a single item, article or exemplar)."
DPR,dozen pair,,A unit of count defining the number of pairs in multiples of 12 (pair: item described by two's).
DPT,displacement tonnage,,"A unit of mass defining the volume of sea water a ship displaces, expressed as the number of tons."
DRA,dram (US),,"Synonym: drachm (UK), troy dram"
DRI,dram (UK),,Synonym: avoirdupois dram
DRL,dozen roll,,"A unit of count defining the number of rolls, expressed in twelve roll units."
DT,dry ton,,"A unit of mass defining the number of tons of a product, disregarding the water content of the product."
DTN,decitonne,dt or dtn,"Synonym: centner, metric 100 kg; quintal, metric 100 kg"
DWT,pennyweight,,
DZN,dozen,DOZ,A unit of count defining the number of units in multiples of 12.
DZP,dozen pack,,A unit of count defining the number of packs in multiples of 12 (pack: standard packaging unit).
E01,newton per square centimetre,N/cm²,A measure of pressure expressed in newtons per square centimetre.
E07,megawatt hour per hour,MW·h/h,A unit of accumulated energy of a million watts over a period of one hour.
E08,megawatt per hertz,MW/Hz,A unit of energy expressed as the load change in million watts that will cause a frequency shift of one hertz.
E09,milliampere hour,mA·h,A unit of power load delivered at the rate of one thousandth of an ampere over a period of one hour.
E10,degree day,deg da,A unit of measure used in meteorology and engineering to measure the demand for heating or cooling over a given period of days.
E12,mille,,A unit of count defining the number of cigarettes in units of 1000.
E14,kilocalorie (international table),kcalIT,A unit of heat energy equal to one thousand calories.
E15,kilocalorie (thermochemical) per hour,kcalth/h,A unit of energy equal to one thousand calories per hour.
E16,million Btu(IT) per hour,BtuIT/h,A unit of power equal to one million British thermal units per hour.
E17,cubic foot per second,ft³/s,A unit of volume equal to one cubic foot passing a given point in a period of one second.
E18,tonne per hour,t/h,A unit of weight or mass equal to one tonne per hour.
E19,ping,,A unit of area equal to 3.3 square metres.
E20,megabit per second,Mbit/s,A unit of information equal to 10⁶ (1000000) bits (binary digits) per second.
E21,shares,,A unit of count defining the number of shares (share: a total or portion of the parts into which a business entity’s capital is divided).
E22,TEU,,A unit of count defining the number of twenty-foot equivalent units (TEUs) as a measure of containerized cargo capacity.
E23,tyre,,"A unit of count defining the number of tyres (a solid or air-filled covering placed around a wheel rim to form a soft contact with the road, absorb shock and provide traction)."
E25,active unit,,A unit of count defining the number of active units within a substance.
E27,dose,,A unit of count defining the number of doses (dose: a definite quantity of a medicine or drug).
E28,air dry ton,,"A unit of mass defining the number of tons of a product, disregarding the water content of the product."
E30,strand,,"A unit of count defining the number of strands (strand: long, thin, flexible, single thread, strip of fibre, constituent filament or multiples of the same, twisted together)."
E31,square metre per litre,m²/l,A unit of count defining the number of square metres per litre.
E32,litre per hour,l/h,A unit of count defining the number of litres per hour.
E33,foot per thousand,,A unit of count defining the number of feet per thousand units.
E34,gigabyte,Gbyte,A unit of information equal to 10⁹ bytes.
E35,terabyte,Tbyte,A unit of information equal to 10¹² bytes.
E36,petabyte,Pbyte,A unit of information equal to 10¹⁵ bytes.
E37,pixel,,A unit of count defining the number of pixels (pixel: picture element).
E38,megapixel,,A unit of count equal to 10⁶ (1000000) pixels (picture elements).
E39,dots per inch,dpi,A unit of information defining the number of dots per linear inch as a measure of the resolution or sharpness of a graphic image.
E4,gross kilogram,,A unit of mass defining the total number of kilograms before deductions.
E40,part per hundred thousand,ppht,A unit of proportion equal to 10⁻⁵.
E41,kilogram-force per square millimetre,kgf/mm²,A unit of pressure defining the number of kilograms force per square millimetre.
E42,kilogram-force per square centimetre,kgf/cm²,A unit of pressure defining the number of kilograms force per square centimetre.
E43,joule per square centimetre,J/cm²,A unit of energy defining the number of joules per square centimetre.
E44,kilogram-force metre per square centimetre,kgf·m/cm²,A unit of torsion defining the torque kilogram-force metre per square centimetre.
E45,milliohm,mΩ,
E46,kilowatt hour per cubic metre,kW·h/m³,A unit of energy consumption expressed as kilowatt hour per cubic metre.
E47,kilowatt hour per kelvin,kW·h/K,A unit of energy consumption expressed as kilowatt hour per kelvin.
E48,service unit,,A unit of count defining the number of service units (service unit: defined period / property / facility / utility of supply).
E49,working day,,A unit of count defining the number of working days (working day: a day on which work is ordinarily performed).
E50,accounting unit,,A unit of count defining the number of accounting units.
E51,job,,A unit of count defining the number of jobs.
E52,run foot,,A unit of count defining the number feet per run.
E53,test,,A unit of count defining the number of tests.
E54,trip,,A unit of count defining the number of trips.
E55,use,,A unit of count defining the number of times an object is used.
E56,well,,A unit of count defining the number of wells.
E57,zone,,A unit of count defining the number of zones.
E58,exabit per second,Ebit/s,A unit of information equal to 10¹⁸ bits (binary digits) per second.
E59,exbibyte,Eibyte,A unit of information equal to 2⁶⁰ bytes.
E60,pebibyte,Pibyte,A unit of information equal to 2⁵⁰ bytes.
E61,tebibyte,Tibyte,A unit of information equal to 2⁴⁰ bytes.
E62,gibibyte,Gibyte,A unit of information equal to 2³⁰ bytes.
E63,mebibyte,Mibyte,A unit of information equal to 2²⁰ bytes.
E64,kibibyte,Kibyte,A unit of information equal to 2¹⁰ bytes.
E65,exbibit per metre,Eibit/m,A unit of information equal to 2⁶⁰ bits (binary digits) per metre.
E66,exbibit per square metre,Eibit/m²,A unit of information equal to 2⁶⁰ bits (binary digits) per square metre.
E67,exbibit per cubic metre,Eibit/m³,A unit of information equal to 2⁶⁰ bits (binary digits) per cubic metre.
E68,gigabyte per second,Gbyte/s,A unit of information equal to 10⁹ bytes per second.
E69,gibibit per metre,Gibit/m,A unit of information equal to 2³⁰ bits (binary digits) per metre.
E70,gibibit per square metre,Gibit/m²,A unit of information equal to 2³⁰ bits (binary digits) per square metre.
E71,gibibit per cubic metre,Gibit/m³,A unit of information equal to 2³⁰ bits (binary digits) per cubic metre.
E72,kibibit per metre,Kibit/m,A unit of information equal to 2¹⁰ bits (binary digits) per metre.
E73,kibibit per square metre,Kibit/m²,A unit of information equal to 2¹⁰ bits (binary digits) per square metre.
E74,kibibit per cubic metre,Kibit/m³,A unit of information equal to 2¹⁰ bits (binary digits) per cubic metre.
E75,mebibit per metre,Mibit/m,A unit of information equal to 2²⁰ bits (binary digits) per metre.
E76,mebibit per square metre,Mibit/m²,A unit of information equal to 2²⁰ bits (binary digits) per square metre.
E77,mebibit per cubic metre,Mibit/m³,A unit of information equal to 2²⁰ bits (binary digits) per cubic metre.
E78,petabit,Pbit,A unit of information equal to 10¹⁵ bits (binary digits).
E79,petabit per second,Pbit/s,A unit of information equal to 10¹⁵ bits (binary digits) per second.
E80,pebibit per metre,Pibit/m,A unit of information equal to 2⁵⁰ bits (binary digits) per metre.
E81,pebibit per square metre,Pibit/m²,A unit of information equal to 2⁵⁰ bits (binary digits) per square metre.
E82,pebibit per cubic metre,Pibit/m³,A unit of information equal to 2⁵⁰ bits (binary digits) per cubic metre.
E83,terabit,Tbit,A unit of information equal to 10¹² bits (binary digits).
E84,terabit per second,Tbit/s,A unit of information equal to 10¹² bits (binary digits) per second.
